gene_id	transcript_id(s)	length	expected_count	FPKM
AT1G80810	AT1G80810.1,AT1G80810.2,AT1G80810.3,AT1G80810.4,AT1G80810.5	2659.86	102.00	3.94
AT1G80820	AT1G80820.1,AT1G80820.2	1510.00	7.00	0.48
AT1G80830	AT1G80830.1,AT1G80830.2	2105.00	404.00	19.81
AT1G80840	AT1G80840.1	1325.00	154.85	12.19
AT1G80850	AT1G80850.1	1472.00	91.00	6.43
AT1G80860	AT1G80860.1,AT1G80860.2	1047.43	294.00	29.50
AT1G80865	AT1G80865.1,AT1G80865.2	679.00	72.00	11.37
AT1G80870	AT1G80870.1	2500.00	144.00	5.93
AT1G80880	AT1G80880.1,AT1G80880.2,AT1G80880.3	2149.00	42.00	2.02
AT1G80890	AT1G80890.1	661.00	173.18	28.13
AT1G80900	AT1G80900.1,AT1G80900.2	1506.25	110.00	7.59
AT1G80910	AT1G80910.1	2080.00	204.00	10.13
AT1G80920	AT1G80920.1	1016.00	2689.00	278.49
AT1G80930	AT1G80930.1	3407.00	883.00	26.58
AT1G80940	AT1G80940.1,AT1G80940.2,AT1G80940.3,AT1G80940.4	1108.72	422.00	39.93
AT1G80950	AT1G80950.1,AT1G80950.2	1711.30	379.00	22.96
AT1G80960	AT1G80960.1,AT1G80960.2,AT1G80960.3,AT1G80960.4,AT1G80960.5,AT1G80960.6	1613.72	85.00	5.47
AT1G80970	AT1G80970.1,AT1G80970.2,AT1G80970.3,AT1G80970.4	1079.44	20.31	1.98
AT1G80980	AT1G80980.1,AT1G80980.2	1458.86	179.81	12.82
AT2G01008	AT2G01008.1	1602.00	290.70	18.84
AT2G01021	AT2G01021.1	102.00	110.00	170.36
AT2G01023	AT2G01023.1	120.00	57.00	69.25
AT2G01035	AT2G01035.1	603.00	2.02	0.36
AT2G01045	AT2G01045.1	603.00	2.02	0.36
AT2G01060	AT2G01060.1,AT2G01060.2	1437.97	665.00	48.14
AT2G01070	AT2G01070.1,AT2G01070.2	1807.00	242.00	13.87
AT2G01080	AT2G01080.1	1043.00	318.00	32.05
AT2G01090	AT2G01090.1,AT2G01090.2,AT2G01090.3,AT2G01090.4	388.95	246.00	70.80
AT2G01100	AT2G01100.1,AT2G01100.2,AT2G01100.3	1223.73	496.00	42.38
AT2G01110	AT2G01110.1	1719.00	1440.00	86.82
AT2G01120	AT2G01120.1,AT2G01120.2	1663.20	71.00	4.43
AT2G01130	AT2G01130.1,AT2G01130.2	3673.67	314.00	8.76
AT2G01140	AT2G01140.1	1827.00	1941.00	109.97
AT2G01150	AT2G01150.1,AT2G01150.2,AT2G01150.3	933.00	137.00	15.50
AT2G01170	AT2G01170.1,AT2G01170.2	1825.00	560.00	31.76
AT2G01175	AT2G01175.1	1132.00	14.00	1.30
AT2G01180	AT2G01180.1,AT2G01180.2,AT2G01180.3,AT2G01180.4,AT2G01180.5,AT2G01180.6,AT2G01180.7,AT2G01180.8	1353.36	249.00	19.18
AT2G01190	AT2G01190.1	2714.00	772.00	29.25
AT2G01200	AT2G01200.1,AT2G01200.2	1581.20	86.00	5.65
AT2G01210	AT2G01210.1	2636.00	143.00	5.58
AT2G01220	AT2G01220.1,AT2G01220.2	1461.95	479.99	34.16
AT2G01250	AT2G01250.1,AT2G01250.2	1200.00	1926.00	167.93
AT2G01260	AT2G01260.1,AT2G01260.2,AT2G01260.3	1823.91	135.00	7.66
AT2G01270	AT2G01270.1,AT2G01270.2,AT2G01270.3	1910.18	668.00	36.17
AT2G01275	AT2G01275.1,AT2G01275.2,AT2G01275.3,AT2G01275.4,AT2G01275.5	1080.00	7.00	0.68
AT2G01280	AT2G01280.1,AT2G01280.2,AT2G01280.3	2257.00	235.00	10.74
AT2G01290	AT2G01290.1	1464.00	345.00	24.52
AT2G01300	AT2G01300.1	915.00	25.00	2.89
AT2G01310	AT2G01310.1	530.00	3.00	0.62
AT2G01320	AT2G01320.1,AT2G01320.2,AT2G01320.3,AT2G01320.4,AT2G01320.5,AT2G01320.6,AT2G01320.7,AT2G01320.8	2478.03	701.00	29.13
AT2G01330	AT2G01330.1	2185.00	105.00	4.96
AT2G01340	AT2G01340.1	930.00	121.00	13.74
AT2G01350	AT2G01350.1,AT2G01350.2,AT2G01350.3,AT2G01350.4	1297.21	670.00	53.91
AT2G01390	AT2G01390.1	1814.00	38.00	2.17
AT2G01400	AT2G01400.1,AT2G01400.2	1092.49	194.00	18.64
AT2G01410	AT2G01410.1	1368.00	216.00	16.46
AT2G01420	AT2G01420.1,AT2G01420.2,AT2G01420.3	3017.21	653.00	22.22
AT2G01430	AT2G01430.1,AT2G01430.2	1214.30	6.00	0.52
AT2G01440	AT2G01440.1	3932.00	459.00	11.95
AT2G01450	AT2G01450.1,AT2G01450.2,AT2G01450.3,AT2G01450.4	1785.91	1476.00	85.59
AT2G01460	AT2G01460.1,AT2G01460.2,AT2G01460.3	3409.00	184.00	5.53
AT2G01470	AT2G01470.1	1522.00	379.00	25.88
AT2G01480	AT2G01480.1,AT2G01480.2	2732.17	184.00	6.92
AT2G01490	AT2G01490.1,AT2G01490.2	1621.07	890.00	56.98
AT2G01500	AT2G01500.1	1367.00	2.00	0.15
AT2G01505	AT2G01505.1	1323.00	55.00	4.34
AT2G01510	AT2G01510.1,AT2G01510.2	2406.00	31.00	1.33
AT2G01520	AT2G01520.1	895.00	31.00	3.66
AT2G01530	AT2G01530.1	940.00	2.00	0.22
AT2G01540	AT2G01540.1	1215.00	154.00	13.26
AT2G01560	AT2G01560.1	1053.00	2.00	0.20
AT2G01570	AT2G01570.1	2322.00	1023.00	45.41
AT2G01580	AT2G01580.1	927.00	3.00	0.34
AT2G01590	AT2G01590.1,AT2G01590.2	972.45	396.00	42.92
AT2G01600	AT2G01600.1	2297.00	912.00	40.93
AT2G01610	AT2G01610.1	1108.00	167.00	15.81
AT2G01620	AT2G01620.1	1029.00	438.00	44.77
AT2G01630	AT2G01630.1,AT2G01630.2,AT2G01630.3	1946.23	389.00	20.66
AT2G01640	AT2G01640.1,AT2G01640.2	791.38	61.00	8.20
AT2G01650	AT2G01650.1,AT2G01650.2,AT2G01650.3	1758.26	275.00	16.20
AT2G01660	AT2G01660.1,AT2G01660.2,AT2G01660.3	1495.74	117.00	8.13
AT2G01670	AT2G01670.1	1470.00	192.00	13.59
AT2G01680	AT2G01680.1	2785.00	397.00	14.65
AT2G01690	AT2G01690.1,AT2G01690.2	2983.00	534.56	18.40
AT2G01710	AT2G01710.1,AT2G01710.2	1282.00	228.00	18.57
AT2G01720	AT2G01720.1	1763.00	643.00	37.78
AT2G01730	AT2G01730.1,AT2G01730.2	2124.00	30.00	1.46
AT2G01735	AT2G01735.1,AT2G01735.2	1457.95	154.00	10.99
AT2G01740	AT2G01740.1	1740.00	20.00	1.19
AT2G01750	AT2G01750.1,AT2G01750.2	3159.00	169.00	5.49
AT2G01755	AT2G01755.1,AT2G01755.2	593.41	103.00	18.76
AT2G01760	AT2G01760.1,AT2G01760.2,AT2G01760.3	1313.32	127.00	10.09
AT2G01770	AT2G01770.1	902.00	1.00	0.12
AT2G01818	AT2G01818.1,AT2G01818.2	1052.20	21.00	2.10
AT2G01820	AT2G01820.1	3386.00	780.00	23.62
AT2G01830	AT2G01830.1,AT2G01830.2,AT2G01830.3,AT2G01830.4,AT2G01830.5,AT2G01830.6	3874.77	113.00	2.99
AT2G01850	AT2G01850.1	1545.00	2041.00	137.25
AT2G01860	AT2G01860.1	1864.00	60.00	3.33
AT2G01870	AT2G01870.1	936.00	164.00	18.50
AT2G01890	AT2G01890.1,AT2G01890.2,AT2G01890.3	1272.00	13.00	1.07
AT2G01905	AT2G01905.1	3280.00	10.00	0.31
AT2G01910	AT2G01910.1,AT2G01910.2	2238.22	514.00	23.68
AT2G01913	AT2G01913.1	810.00	80.00	10.49
AT2G01918	AT2G01918.1	890.00	37.00	4.40
AT2G01930	AT2G01930.1,AT2G01930.2	1410.86	256.00	18.90
AT2G01940	AT2G01940.1,AT2G01940.2,AT2G01940.3	1740.19	96.00	5.72
AT2G01950	AT2G01950.1	3701.00	241.00	6.67
AT2G01970	AT2G01970.1	2258.00	702.84	32.10
AT2G01980	AT2G01980.1	3772.00	177.00	4.81
AT2G01990	AT2G01990.1,AT2G01990.2	946.21	116.00	12.94
AT2G02000	AT2G02000.1	1711.00	2.06	0.12
AT2G02010	AT2G02010.1,AT2G02010.2	1904.00	38.94	2.12
AT2G02020	AT2G02020.1,AT2G02020.2	1798.92	115.00	6.62
AT2G02040	AT2G02040.1	2136.00	421.00	20.34
AT2G02050	AT2G02050.1	724.00	414.00	61.09
AT2G02060	AT2G02060.1,AT2G02060.2,AT2G02060.3	1001.30	116.00	12.20
AT2G02061	AT2G02061.1,AT2G02061.2	1222.00	7.00	0.60
AT2G02070	AT2G02070.1,AT2G02070.2	2280.22	1192.31	53.91
AT2G02080	AT2G02080.1,AT2G02080.2,AT2G02080.3,AT2G02080.4,AT2G02080.5,AT2G02080.6	1943.55	598.00	31.81
AT2G02090	AT2G02090.1	2734.00	403.00	15.16
AT2G02100	AT2G02100.1	753.00	3817.00	540.42
AT2G02120	AT2G02120.1	584.00	5.00	0.93
AT2G02130	AT2G02130.1	707.00	689.00	104.24
AT2G02147	AT2G02147.1	441.00	1.00	0.25
AT2G02148	AT2G02148.1,AT2G02148.2,AT2G02148.3,AT2G02148.4,AT2G02148.5	1631.15	58.00	3.69
AT2G02150	AT2G02150.1,AT2G02150.2	2945.00	29.00	1.01
AT2G02160	AT2G02160.1	2563.00	815.00	32.72
AT2G02170	AT2G02170.1,AT2G02170.2,AT2G02170.3,AT2G02170.4,AT2G02170.5,AT2G02170.6	1797.59	212.00	12.21
AT2G02180	AT2G02180.1	1599.00	383.00	24.87
AT2G02220	AT2G02220.1	3605.00	162.00	4.61
AT2G02230	AT2G02230.1	1553.00	88.00	5.89
AT2G02240	AT2G02240.1	1284.00	10.00	0.81
AT2G02350	AT2G02350.1,AT2G02350.2	1125.76	20.00	1.86
AT2G02360	AT2G02360.1	1252.00	180.00	15.02
AT2G02370	AT2G02370.1,AT2G02370.2,AT2G02370.3	1413.72	119.00	8.77
AT2G02380	AT2G02380.1	815.00	10.00	1.30
AT2G02390	AT2G02390.1,AT2G02390.2,AT2G02390.3,AT2G02390.4	968.17	647.00	70.45
AT2G02400	AT2G02400.1	1418.00	201.00	14.76
AT2G02410	AT2G02410.1,AT2G02410.10,AT2G02410.11,AT2G02410.12,AT2G02410.13,AT2G02410.2,AT2G02410.3,AT2G02410.4,AT2G02410.5,AT2G02410.6,AT2G02410.7,AT2G02410.8,AT2G02410.9	1272.41	134.00	11.00
AT2G02450	AT2G02450.1,AT2G02450.2	1907.94	166.00	9.00
AT2G02455	AT2G02455.1	663.00	6.00	0.97
AT2G02470	AT2G02470.1,AT2G02470.2,AT2G02470.3	1400.36	196.08	14.58
AT2G02480	AT2G02480.1,AT2G02480.2	4251.00	79.00	1.90
AT2G02500	AT2G02500.1,AT2G02500.2	1418.18	96.00	7.05
AT2G02510	AT2G02510.1	797.00	602.00	80.30
AT2G02540	AT2G02540.1,AT2G02540.2	1223.00	20.00	1.71
AT2G02560	AT2G02560.1,AT2G02560.2	4099.00	560.00	13.98
AT2G02570	AT2G02570.1,AT2G02570.2,AT2G02570.3,AT2G02570.4	1255.69	685.00	57.00
AT2G02590	AT2G02590.1	1308.00	53.00	4.23
AT2G02640	AT2G02640.1	1981.00	1.00	0.05
AT2G02710	AT2G02710.1,AT2G02710.2,AT2G02710.3,AT2G02710.4	1775.29	437.00	25.50
AT2G02720	AT2G02720.1	1807.00	3.00	0.17
AT2G02730	AT2G02730.1,AT2G02730.2,AT2G02730.3	1078.43	83.00	8.08
AT2G02740	AT2G02740.1	1104.00	158.00	15.01
AT2G02750	AT2G02750.1	2390.00	39.00	1.68
AT2G02760	AT2G02760.1,AT2G02760.2,AT2G02760.3,AT2G02760.4	1144.06	3074.00	281.55
AT2G02765	AT2G02765.1,AT2G02765.2,AT2G02765.3,AT2G02765.4	1412.75	142.00	10.47
AT2G02780	AT2G02780.1,AT2G02780.2,AT2G02780.3	2777.02	69.00	2.55
AT2G02790	AT2G02790.1,AT2G02790.2,AT2G02790.3	2252.40	126.00	5.77
AT2G02800	AT2G02800.1,AT2G02800.2	1539.82	577.00	38.94
AT2G02810	AT2G02810.1	1347.00	180.00	13.93
AT2G02820	AT2G02820.1,AT2G02820.2,AT2G02820.3	3190.47	162.99	5.24
AT2G02850	AT2G02850.1	995.00	68.00	7.20
AT2G02860	AT2G02860.1,AT2G02860.2	2358.69	250.00	10.92
AT2G02870	AT2G02870.1,AT2G02870.2,AT2G02870.3	2122.41	359.00	17.46
AT2G02880	AT2G02880.1	1480.00	54.00	3.79
AT2G02890	AT2G02890.1	1596.00	1.00	0.07
AT2G02910	AT2G02910.1,AT2G02910.2	1770.55	128.00	7.49
AT2G02930	AT2G02930.1	1046.00	97.87	9.84
AT2G02950	AT2G02950.1	2649.00	316.00	12.27
AT2G02955	AT2G02955.1	2456.00	28.00	1.17
AT2G02960	AT2G02960.1,AT2G02960.2,AT2G02960.3,AT2G02960.4,AT2G02960.5,AT2G02960.6	1336.31	395.00	30.83
AT2G02970	AT2G02970.1	2351.00	369.00	16.17
AT2G02980	AT2G02980.1	2074.00	40.00	1.99
AT2G02990	AT2G02990.1	1120.00	5.00	0.47
AT2G03010	AT2G03010.1	1107.00	9.72	0.92
AT2G03020	AT2G03020.1,AT2G03020.2	1051.00	5.22	0.52
AT2G03050	AT2G03050.1,AT2G03050.2	1257.00	46.00	3.82
AT2G03060	AT2G03060.1,AT2G03060.2,AT2G03060.3,AT2G03060.4,AT2G03060.5,AT2G03060.6,AT2G03060.7	1544.50	127.98	8.61
AT2G03070	AT2G03070.1	2394.00	229.00	9.85
AT2G03090	AT2G03090.1	1434.00	178.00	12.92
AT2G03110	AT2G03110.1,AT2G03110.2,AT2G03110.3	1228.70	12.00	1.02
AT2G03120	AT2G03120.1	1674.00	723.00	44.79
AT2G03140	AT2G03140.1,AT2G03140.10,AT2G03140.11,AT2G03140.12,AT2G03140.2,AT2G03140.3,AT2G03140.4,AT2G03140.5,AT2G03140.6,AT2G03140.7,AT2G03140.8,AT2G03140.9	6470.24	379.00	5.98
AT2G03150	AT2G03150.1,AT2G03150.2	4493.07	328.00	7.47
AT2G03160	AT2G03160.1	603.00	1.00	0.18
AT2G03170	AT2G03170.1	464.00	3.00	0.71
AT2G03200	AT2G03200.1	1659.00	9.00	0.56
AT2G03220	AT2G03220.1	1896.00	187.98	10.26
AT2G03240	AT2G03240.1	3603.00	181.00	5.15
AT2G03260	AT2G03260.1,AT2G03260.2	2013.00	11.96	0.61
AT2G03270	AT2G03270.1	2204.00	114.00	5.34
AT2G03280	AT2G03280.1,AT2G03280.2	1823.00	50.00	2.84
AT2G03310	AT2G03310.1	848.00	462.00	57.75
AT2G03330	AT2G03330.1	1158.00	78.91	7.14
AT2G03340	AT2G03340.1	2202.00	315.00	14.76
AT2G03350	AT2G03350.1	853.00	244.00	30.32
AT2G03360	AT2G03360.1,AT2G03360.2	1677.00	2.00	0.12
AT2G03380	AT2G03380.1	2134.00	21.00	1.02
AT2G03390	AT2G03390.1,AT2G03390.2,AT2G03390.3,AT2G03390.4,AT2G03390.5,AT2G03390.6,AT2G03390.7	1282.36	909.00	74.02
AT2G03410	AT2G03410.1	2412.00	229.00	9.78
AT2G03420	AT2G03420.1	2088.00	307.00	15.18
AT2G03430	AT2G03430.1	1046.00	103.00	10.35
AT2G03440	AT2G03440.1	1097.00	1496.00	143.10
AT2G03450	AT2G03450.1	2194.00	43.00	2.02
AT2G03470	AT2G03470.1,AT2G03470.2	1740.21	271.00	16.14
AT2G03480	AT2G03480.1,AT2G03480.2,AT2G03480.3	2764.72	218.18	8.11
AT2G03500	AT2G03500.1	2100.00	160.00	7.87
AT2G03505	AT2G03505.1,AT2G03505.2,AT2G03505.3,AT2G03505.4	1134.38	15.00	1.39
AT2G03510	AT2G03510.1	1462.00	326.00	23.20
AT2G03530	AT2G03530.1,AT2G03530.2,AT2G03530.3,AT2G03530.4,AT2G03530.5	1600.39	541.00	35.09
AT2G03550	AT2G03550.1	1486.00	451.00	31.56
AT2G03560	AT2G03560.1	1188.00	1.00	0.09
AT2G03565	AT2G03565.1	319.00	1.00	0.36
AT2G03590	AT2G03590.1,AT2G03590.2	1668.59	87.78	5.46
AT2G03600	AT2G03600.1,AT2G03600.2,AT2G03600.3,AT2G03600.4,AT2G03600.5,AT2G03600.6	1158.00	3.15	0.28
AT2G03620	AT2G03620.1,AT2G03620.2	1652.00	133.00	8.35
AT2G03630	AT2G03630.1,AT2G03630.2	1095.00	4.00	0.38
AT2G03640	AT2G03640.1,AT2G03640.2,AT2G03640.3,AT2G03640.4,AT2G03640.5	1614.53	727.00	46.74
AT2G03667	AT2G03667.1,AT2G03667.2	2111.21	73.00	3.57
AT2G03670	AT2G03670.1,AT2G03670.2	2019.00	81.99	4.20
AT2G03680	AT2G03680.1,AT2G03680.2,AT2G03680.3	672.00	1618.00	258.28
AT2G03690	AT2G03690.1	1159.00	479.00	43.29
AT2G03710	AT2G03710.1,AT2G03710.2,AT2G03710.3	1363.11	125.00	9.56
AT2G03730	AT2G03730.1,AT2G03730.2	1881.00	255.00	14.02
AT2G03740	AT2G03740.1	857.00	2.00	0.25
AT2G03750	AT2G03750.1	1488.00	294.00	20.55
AT2G03760	AT2G03760.1	1369.00	113.00	8.60
AT2G03770	AT2G03770.1	1174.00	2.00	0.18
AT2G03780	AT2G03780.1,AT2G03780.2,AT2G03780.3	1178.38	186.00	16.52
AT2G03800	AT2G03800.1,AT2G03800.2	1478.00	118.00	8.30
AT2G03810	AT2G03810.1,AT2G03810.2,AT2G03810.3,AT2G03810.4,AT2G03810.5,AT2G03810.6,AT2G03810.7	1969.63	70.00	3.67
AT2G03820	AT2G03820.1	2041.00	842.00	42.61
AT2G03821	AT2G03821.1	904.00	1.00	0.12
AT2G03830	AT2G03830.1	742.00	2.00	0.29
AT2G03850	AT2G03850.1	853.00	1.00	0.12
AT2G03870	AT2G03870.1,AT2G03870.2	716.71	204.00	30.42
AT2G03880	AT2G03880.1	2192.00	4.00	0.19
AT2G03890	AT2G03890.1,AT2G03890.2	2752.97	999.00	37.31
AT2G03965	AT2G03965.1	1391.00	1.00	0.07
AT2G03980	AT2G03980.1,AT2G03980.2,AT2G03980.3,AT2G03980.4	1475.51	208.00	14.66
AT2G04030	AT2G04030.1,AT2G04030.2	2642.62	1447.00	56.32
AT2G04031	AT2G04031.1	624.00	1.00	0.17
AT2G04032	AT2G04032.1	1403.00	5.00	0.37
AT2G04038	AT2G04038.1	501.00	2.00	0.44
AT2G04039	AT2G04039.1,AT2G04039.2,AT2G04039.3	973.55	381.00	41.25
AT2G04040	AT2G04040.1	1845.00	197.00	11.05
AT2G04050	AT2G04050.1	1835.00	46.67	2.63
AT2G04066	AT2G04066.1	516.00	27.61	5.84
AT2G04070	AT2G04070.1	1716.00	7.29	0.44
AT2G04080	AT2G04080.1,AT2G04080.2	1833.36	246.42	13.91
AT2G04090	AT2G04090.1	1805.00	1.34	0.08
AT2G04100	AT2G04100.1,AT2G04100.2	1857.00	10.66	0.59
AT2G04160	AT2G04160.1	2634.00	279.00	10.90
AT2G04170	AT2G04170.1,AT2G04170.2,AT2G04170.3,AT2G04170.4,AT2G04170.5,AT2G04170.6,AT2G04170.7	1392.44	81.00	6.06
AT2G04230	AT2G04230.1	1999.00	249.00	12.87
AT2G04235	AT2G04235.1,AT2G04235.2,AT2G04235.3,AT2G04235.4	3981.00	37.00	0.95
AT2G04240	AT2G04240.1,AT2G04240.2	965.98	243.00	26.52
AT2G04270	AT2G04270.1,AT2G04270.2,AT2G04270.3,AT2G04270.4,AT2G04270.5,AT2G04270.6,AT2G04270.7,AT2G04270.8,AT2G04270.9	3777.71	721.00	19.55
AT2G04280	AT2G04280.1	2022.00	712.00	36.38
AT2G04305	AT2G04305.1	1899.00	140.00	7.63
AT2G04340	AT2G04340.1	1060.00	151.00	14.97
AT2G04350	AT2G04350.1,AT2G04350.2	2443.56	547.00	23.05
AT2G04360	AT2G04360.1,AT2G04360.2,AT2G04360.3,AT2G04360.4	1361.26	606.00	46.40
AT2G04378	AT2G04378.1,AT2G04378.2	1525.54	1015.00	69.15
AT2G04380	AT2G04380.1	697.00	222.00	34.10
AT2G04390	AT2G04390.1	895.00	929.42	109.82
AT2G04395	AT2G04395.1,AT2G04395.2,AT2G04395.3,AT2G04395.4,AT2G04395.5	830.00	2.17	0.28
AT2G04400	AT2G04400.1	1428.00	360.00	26.24
AT2G04410	AT2G04410.1	615.00	781.00	136.95
AT2G04420	AT2G04420.1	762.00	5.00	0.70
AT2G04430	AT2G04430.1,AT2G04430.2	1285.81	36.00	2.92
AT2G04450	AT2G04450.1	1384.00	84.00	6.32
AT2G04495	AT2G04495.1	1082.00	35.01	3.40
AT2G04515	AT2G04515.1	872.00	0.99	0.12
AT2G04520	AT2G04520.1	944.00	324.92	36.32
AT2G04530	AT2G04530.1	1530.00	130.00	8.83
AT2G04540	AT2G04540.1	1598.00	160.00	10.39
AT2G04550	AT2G04550.1,AT2G04550.3	1401.53	221.00	16.42
AT2G04560	AT2G04560.1	1578.00	49.00	3.22
AT2G04570	AT2G04570.1	1455.00	56.00	4.00
AT2G04620	AT2G04620.1,AT2G04620.2	2073.49	123.00	6.13
AT2G04621	AT2G04621.1	404.00	37.00	10.21
AT2G04630	AT2G04630.1	945.00	322.00	35.95
AT2G04650	AT2G04650.1,AT2G04650.2	1548.30	31.00	2.08
AT2G04660	AT2G04660.1	3121.00	91.00	2.99
AT2G04680	AT2G04680.1	2152.00	1.00	0.05
AT2G04690	AT2G04690.1,AT2G04690.2,AT2G04690.3,AT2G04690.4,AT2G04690.5,AT2G04690.6	1023.83	502.00	51.58
AT2G04700	AT2G04700.1,AT2G04700.2,AT2G04700.3	861.53	1435.00	176.44
AT2G04740	AT2G04740.1,AT2G04740.2,AT2G04740.3,AT2G04740.4	2065.13	123.00	6.15
AT2G04780	AT2G04780.1,AT2G04780.2	1315.73	317.00	25.14
AT2G04790	AT2G04790.1,AT2G04790.10,AT2G04790.11,AT2G04790.12,AT2G04790.13,AT2G04790.14,AT2G04790.15,AT2G04790.16,AT2G04790.2,AT2G04790.3,AT2G04790.4,AT2G04790.5,AT2G04790.6,AT2G04790.7,AT2G04790.8,AT2G04790.9	781.77	94.00	12.79
AT2G04795	AT2G04795.1	759.00	46.00	6.46
AT2G04800	AT2G04800.1,AT2G04800.2,AT2G04800.3,AT2G04800.4	694.00	6.00	0.93
AT2G04840	AT2G04840.1	1170.00	8.98	0.80
AT2G04842	AT2G04842.1,AT2G04842.2	2301.91	1000.00	44.78
AT2G04845	AT2G04845.1,AT2G04845.2,AT2G04845.3,AT2G04845.4,AT2G04845.5	860.50	60.00	7.39
AT2G04850	AT2G04850.1	1572.00	149.00	9.84
AT2G04860	AT2G04860.1	2140.00	18.00	0.87
AT2G04865	AT2G04865.1,AT2G04865.2	2722.51	246.00	9.29
AT2G04880	AT2G04880.1,AT2G04880.2	2012.89	392.00	20.12
AT2G04890	AT2G04890.1	1863.00	261.00	14.50
AT2G04900	AT2G04900.1,AT2G04900.2	759.94	622.00	87.22
AT2G04930	AT2G04930.1	834.00	1.00	0.13
AT2G04940	AT2G04940.1	2201.00	226.00	10.59
AT2G05070	AT2G05070.1	1143.00	3425.35	314.04
AT2G05100	AT2G05100.1,AT2G05100.2	1287.42	2018.65	163.70
AT2G05120	AT2G05120.1,AT2G05120.2	4194.00	147.00	3.59
AT2G05160	AT2G05160.1,AT2G05160.2,AT2G05160.3	2605.00	45.99	1.82
AT2G05170	AT2G05170.1	3543.00	437.00	12.64
AT2G05185	AT2G05185.1,AT2G05185.2	826.00	44.73	5.75
AT2G05210	AT2G05210.1,AT2G05210.2,AT2G05210.3	2182.18	198.83	9.40
AT2G05220	AT2G05220.1,AT2G05220.2	823.50	1626.72	209.68
AT2G05230	AT2G05230.1	2911.00	121.81	4.30
AT2G05250	AT2G05250.1	2920.00	265.19	9.33
AT2G05260	AT2G05260.1,AT2G05260.2	1395.00	79.00	5.90
AT2G05310	AT2G05310.1,AT2G05310.2	806.26	1505.47	198.40
AT2G05320	AT2G05320.1	1925.00	105.00	5.64
AT2G05380	AT2G05380.1,AT2G05380.2,AT2G05380.3	585.64	2116.72	391.02
AT2G05440	AT2G05440.1,AT2G05440.2,AT2G05440.3,AT2G05440.4,AT2G05440.5,AT2G05440.6,AT2G05440.7,AT2G05440.8,AT2G05440.9	626.45	55.00	9.46
AT2G05520	AT2G05520.1,AT2G05520.2,AT2G05520.3,AT2G05520.4,AT2G05520.5,AT2G05520.6	641.05	4180.28	701.45
AT2G05540	AT2G05540.1	824.00	114.00	14.69
AT2G05590	AT2G05590.1,AT2G05590.2	1351.00	155.00	11.96
AT2G05620	AT2G05620.1,AT2G05620.2	1030.00	1269.00	129.57
AT2G05630	AT2G05630.1,AT2G05630.2	810.00	552.00	72.39
AT2G05632	AT2G05632.1	1039.00	68.00	6.88
AT2G05642	AT2G05642.1	1889.00	1.00	0.05
AT2G05710	AT2G05710.1	3563.00	3712.00	106.78
AT2G05753	AT2G05753.1	303.00	4.00	1.52
AT2G05755	AT2G05755.1	1648.00	120.00	7.55
AT2G05760	AT2G05760.1	1980.00	68.00	3.55
AT2G05790	AT2G05790.1	2028.00	1062.00	54.10
AT2G05810	AT2G05810.1,AT2G05810.2	2025.55	182.00	9.28
AT2G05830	AT2G05830.1,AT2G05830.2,AT2G05830.3,AT2G05830.4	1375.74	680.00	51.51
AT2G05840	AT2G05840.1,AT2G05840.2,AT2G05840.3	1204.29	1117.01	97.03
AT2G05910	AT2G05910.1	1064.00	2.00	0.20
AT2G05920	AT2G05920.1	3026.00	1459.00	49.51
AT2G05940	AT2G05940.1	2031.00	357.00	18.16
AT2G05990	AT2G05990.1,AT2G05990.2	1646.80	734.00	46.24
AT2G06000	AT2G06000.1,AT2G06000.2	2443.18	91.00	3.84
AT2G06005	AT2G06005.1,AT2G06005.2,AT2G06005.3,AT2G06005.4,AT2G06005.5,AT2G06005.6	1390.00	38.00	2.85
AT2G06010	AT2G06010.1	1143.00	200.00	18.34
AT2G06025	AT2G06025.1,AT2G06025.2,AT2G06025.3,AT2G06025.4,AT2G06025.5,AT2G06025.6,AT2G06025.7	1379.29	318.00	24.02
AT2G06040	AT2G06040.1	2655.00	58.00	2.25
AT2G06050	AT2G06050.1,AT2G06050.2,AT2G06050.3	1388.84	1012.00	75.91
AT2G06200	AT2G06200.1,AT2G06200.2,AT2G06200.3	1000.25	15.00	1.58
AT2G06210	AT2G06210.1	3579.00	340.00	9.74
AT2G06255	AT2G06255.1	832.00	44.00	5.61
AT2G06510	AT2G06510.1,AT2G06510.2	2129.77	104.00	5.04
AT2G06520	AT2G06520.1	720.00	12385.00	1838.16
AT2G06530	AT2G06530.1,AT2G06530.2	1141.00	670.00	61.54
AT2G06850	AT2G06850.1,AT2G06850.2	1320.40	2889.00	228.27
AT2G06925	AT2G06925.1,AT2G06925.2	875.62	829.00	100.22
AT2G06990	AT2G06990.1	4330.00	253.00	5.98
AT2G07050	AT2G07050.1,AT2G07050.2	3005.00	514.00	17.57
AT2G07170	AT2G07170.1	3219.00	125.99	4.02
AT2G07180	AT2G07180.1,AT2G07180.2	1669.50	790.00	49.08
AT2G07280	AT2G07280.1	1482.00	1.00	0.07
AT2G07340	AT2G07340.1,AT2G07340.2	697.76	204.00	31.30
AT2G07360	AT2G07360.1,AT2G07360.2	4023.00	914.00	23.26
AT2G07565	AT2G07565.1	785.00	0.72	0.10
AT2G07599	AT2G07599.1,AT2G07599.2	1143.80	26.55	2.43
