gene_id	transcript_id(s)	length	expected_count	FPKM
AT1G61930	AT1G61930.1	964.00	8.00	0.75
AT1G61960	AT1G61960.1	1811.00	46.00	2.25
AT1G61970	AT1G61970.1,AT1G61970.2,AT1G61970.3,AT1G61970.4,AT1G61970.5,AT1G61970.6,AT1G61970.7	2770.25	76.00	2.41
AT1G61980	AT1G61980.1,AT1G61980.2,AT1G61980.3	1719.79	69.00	3.56
AT1G61990	AT1G61990.1,AT1G61990.2	1964.00	88.00	3.96
AT1G62010	AT1G62010.1	1665.00	25.00	1.33
AT1G62020	AT1G62020.1	4145.00	689.95	14.57
AT1G62030	AT1G62030.1	2587.00	21.00	0.71
AT1G62040	AT1G62040.1,AT1G62040.2	887.00	320.00	32.65
AT1G62045	AT1G62045.1	631.00	12.00	1.75
AT1G62050	AT1G62050.1	2299.00	119.00	4.56
AT1G62080	AT1G62080.1	708.00	1.00	0.13
AT1G62085	AT1G62085.1,AT1G62085.2	2022.00	45.00	1.97
AT1G62110	AT1G62110.1	2009.00	16.99	0.75
AT1G62120	AT1G62120.1	1965.00	28.00	1.26
AT1G62130	AT1G62130.1,AT1G62130.2	3424.00	99.00	2.54
AT1G62150	AT1G62150.1	1942.00	21.00	0.96
AT1G62170	AT1G62170.1,AT1G62170.2	1728.00	69.00	3.54
AT1G62180	AT1G62180.1,AT1G62180.2	1629.25	384.00	20.92
AT1G62200	AT1G62200.1,AT1G62200.2,AT1G62200.3	1950.87	296.00	13.42
AT1G62220	AT1G62220.1	649.00	1.00	0.14
AT1G62240	AT1G62240.1	928.00	2.00	0.19
AT1G62250	AT1G62250.1,AT1G62250.2,AT1G62250.3	1360.51	299.00	19.60
AT1G62260	AT1G62260.1	2075.00	31.00	1.32
AT1G62262	AT1G62262.1	1523.00	1.00	0.06
AT1G62280	AT1G62280.1	1493.00	2.00	0.12
AT1G62290	AT1G62290.1,AT1G62290.2,AT1G62290.3,AT1G62290.4,AT1G62290.5,AT1G62290.6	1825.00	120.00	5.82
AT1G62300	AT1G62300.1	2319.00	89.00	3.38
AT1G62305	AT1G62305.1,AT1G62305.2,AT1G62305.3	1546.43	51.00	2.93
AT1G62310	AT1G62310.1	5501.00	559.00	8.88
AT1G62330	AT1G62330.1	2440.00	321.00	11.59
AT1G62350	AT1G62350.1,AT1G62350.2,AT1G62350.3	786.00	13.00	1.51
AT1G62360	AT1G62360.1	1704.00	233.00	12.13
AT1G62370	AT1G62370.1	1324.00	5.00	0.34
AT1G62380	AT1G62380.1	1452.00	1787.00	109.55
AT1G62390	AT1G62390.1	2849.00	791.00	24.40
AT1G62400	AT1G62400.1	1874.00	11.00	0.52
AT1G62420	AT1G62420.1	1164.00	2.00	0.15
AT1G62422	AT1G62422.1	1217.00	100.00	7.35
AT1G62430	AT1G62430.1	1950.00	562.00	25.49
AT1G62440	AT1G62440.1	2361.00	20.00	0.75
AT1G62480	AT1G62480.1	818.00	1197.00	132.91
AT1G62500	AT1G62500.1	1580.00	1040.00	58.47
AT1G62510	AT1G62510.1	889.00	68.00	6.92
AT1G62515	AT1G62515.1	456.00	272.00	56.26
AT1G62520	AT1G62520.1	1147.00	56.00	4.38
AT1G62540	AT1G62540.1,AT1G62540.2,AT1G62540.3	1850.96	45.00	2.15
AT1G62560	AT1G62560.1,AT1G62560.2	1935.42	595.00	27.19
AT1G62570	AT1G62570.1	2218.00	175.00	6.96
AT1G62580	AT1G62580.1,AT1G62580.2,AT1G62580.3	1395.00	3.00	0.19
AT1G62590	AT1G62590.1,AT1G62590.2	2212.00	34.30	1.37
AT1G62600	AT1G62600.1,AT1G62600.2	1548.00	228.66	13.13
AT1G62610	AT1G62610.1,AT1G62610.2,AT1G62610.3,AT1G62610.4	1492.30	282.88	16.86
AT1G62620	AT1G62620.1,AT1G62620.2	1595.68	65.85	3.66
AT1G62630	AT1G62630.1	3465.00	219.60	5.56
AT1G62640	AT1G62640.1,AT1G62640.2	1864.35	331.00	15.71
AT1G62660	AT1G62660.1,AT1G62660.2,AT1G62660.3,AT1G62660.4	2156.92	174.00	7.12
AT1G62670	AT1G62670.1,AT1G62670.2	2417.00	47.01	1.71
AT1G62680	AT1G62680.1,AT1G62680.2	2448.00	28.00	1.01
AT1G62700	AT1G62700.1,AT1G62700.2	1325.02	23.00	1.55
AT1G62710	AT1G62710.1	1783.00	35.98	1.79
AT1G62720	AT1G62720.1	1619.00	4.00	0.22
AT1G62730	AT1G62730.1,AT1G62730.2	1197.97	41.00	3.06
AT1G62740	AT1G62740.1	1983.00	337.00	15.02
AT1G62750	AT1G62750.1	2666.00	3011.00	99.36
AT1G62760	AT1G62760.1	1273.00	9.00	0.63
AT1G62770	AT1G62770.1	978.00	23.00	2.12
AT1G62780	AT1G62780.1	1047.00	934.00	80.21
AT1G62790	AT1G62790.1,AT1G62790.2	844.57	418.00	44.89
AT1G62800	AT1G62800.1,AT1G62800.2,AT1G62800.3	1513.22	185.00	10.87
AT1G62810	AT1G62810.1	3012.00	405.00	11.81
AT1G62820	AT1G62820.1	1186.00	130.00	9.81
AT1G62830	AT1G62830.1	2736.00	118.00	3.79
AT1G62840	AT1G62840.1	911.00	52.00	5.16
AT1G62850	AT1G62850.2,AT1G62850.3,AT1G62850.4	1045.05	214.00	18.41
AT1G62870	AT1G62870.1	2886.00	44.00	1.34
AT1G62880	AT1G62880.1,AT1G62880.2	960.47	143.32	13.46
AT1G62886	AT1G62886.1	219.00	3.68	1.75
AT1G62900	AT1G62900.1	836.00	3.65	0.40
AT1G62910	AT1G62910.1	2194.00	18.67	0.75
AT1G62914	AT1G62914.1	1848.00	67.48	3.23
AT1G62915	AT1G62915.1	693.00	34.00	4.49
AT1G62920	AT1G62920.1	783.00	27.99	3.25
AT1G62930	AT1G62930.1	2153.00	45.80	1.88
AT1G62950	AT1G62950.1	3269.00	49.00	1.32
AT1G62960	AT1G62960.1	1956.00	304.00	13.74
AT1G62970	AT1G62970.1,AT1G62970.2	2804.95	198.00	6.21
AT1G62975	AT1G62975.1,AT1G62975.2	1244.00	4.00	0.29
AT1G62981	AT1G62981.1,AT1G62981.2,AT1G62981.3	1364.00	7.00	0.46
AT1G62990	AT1G62990.1	1521.00	22.00	1.29
AT1G63000	AT1G63000.1	1466.00	320.00	19.42
AT1G63010	AT1G63010.1,AT1G63010.2,AT1G63010.3,AT1G63010.4,AT1G63010.5,AT1G63010.6,AT1G63010.7	2675.21	389.00	12.79
AT1G63020	AT1G63020.1,AT1G63020.2,AT1G63020.3,AT1G63020.4,AT1G63020.5	4479.70	144.00	2.81
AT1G63050	AT1G63050.1	1759.00	75.00	3.78
AT1G63057	AT1G63057.1,AT1G63057.2	425.00	2.00	0.45
AT1G63080	AT1G63080.1,AT1G63080.2,AT1G63080.3	2338.58	28.15	1.06
AT1G63090	AT1G63090.1	1449.00	392.00	24.08
AT1G63100	AT1G63100.1,AT1G63100.2	3027.68	158.00	4.58
AT1G63110	AT1G63110.1,AT1G63110.2,AT1G63110.3	1819.90	442.00	21.51
AT1G63120	AT1G63120.1	1618.00	148.00	8.12
AT1G63130	AT1G63130.1,AT1G63130.2	2638.00	131.67	4.39
AT1G63140	AT1G63140.1,AT1G63140.2,AT1G63140.3,AT1G63140.4	1434.00	1.35	0.08
AT1G63150	AT1G63150.1,AT1G63150.2	2270.00	25.21	0.98
AT1G63160	AT1G63160.1	1379.00	71.00	4.59
AT1G63170	AT1G63170.1	1703.00	179.00	9.32
AT1G63180	AT1G63180.1,AT1G63180.2	1478.00	54.00	3.25
AT1G63220	AT1G63220.1,AT1G63220.2	759.64	56.00	6.72
AT1G63230	AT1G63230.1	1727.00	29.94	1.54
AT1G63240	AT1G63240.1	2502.00	205.00	7.22
AT1G63245	AT1G63245.1	687.00	1.00	0.13
AT1G63250	AT1G63250.1	2715.00	51.00	1.65
AT1G63260	AT1G63260.1,AT1G63260.2,AT1G63260.3,AT1G63260.4,AT1G63260.5,AT1G63260.6	1548.15	305.00	17.51
AT1G63270	AT1G63270.1	1320.00	128.00	8.65
AT1G63290	AT1G63290.1	1267.00	499.99	35.26
AT1G63295	AT1G63295.1,AT1G63295.2	731.00	3.00	0.37
AT1G63300	AT1G63300.1	3529.00	57.00	1.42
AT1G63310	AT1G63310.1	848.00	43.00	4.60
AT1G63320	AT1G63320.1	618.00	3.78	0.56
AT1G63330	AT1G63330.1,AT1G63330.2,AT1G63330.3	1934.00	17.24	0.79
AT1G63350	AT1G63350.1,AT1G63350.2,AT1G63350.3,AT1G63350.4	3075.23	81.72	2.33
AT1G63360	AT1G63360.1,AT1G63360.2	3069.51	387.68	11.09
AT1G63370	AT1G63370.1,AT1G63370.2	1253.00	20.02	1.43
AT1G63380	AT1G63380.1,AT1G63380.2,AT1G63380.3,AT1G63380.4	1060.57	23.11	1.96
AT1G63390	AT1G63390.1	507.00	2.46	0.45
AT1G63400	AT1G63400.1	2307.00	44.71	1.71
AT1G63420	AT1G63420.1,AT1G63420.2	2102.54	351.00	14.74
AT1G63430	AT1G63430.1,AT1G63430.2,AT1G63430.3	2595.87	253.00	8.58
AT1G63440	AT1G63440.1	3190.00	42.00	1.16
AT1G63450	AT1G63450.1	3330.00	1.00	0.03
AT1G63460	AT1G63460.1	817.00	325.00	36.13
AT1G63470	AT1G63470.1	1881.00	266.52	12.54
AT1G63480	AT1G63480.1,AT1G63480.2,AT1G63480.3,AT1G63480.4,AT1G63480.5,AT1G63480.6,AT1G63480.7	1736.96	228.58	11.66
AT1G63490	AT1G63490.1,AT1G63490.2,AT1G63490.3,AT1G63490.4	4138.31	284.00	6.01
AT1G63500	AT1G63500.1	2594.00	417.00	14.15
AT1G63520	AT1G63520.1	2088.00	8.00	0.34
AT1G63530	AT1G63530.1,AT1G63530.2,AT1G63530.3,AT1G63530.4	1920.91	49.00	2.26
AT1G63570	AT1G63570.1,AT1G63570.2,AT1G63570.3	928.00	3.00	0.29
AT1G63610	AT1G63610.1,AT1G63610.2,AT1G63610.3	1480.37	491.00	29.51
AT1G63615	AT1G63615.1	742.00	10.00	1.23
AT1G63630	AT1G63630.1,AT1G63630.2	1152.73	21.06	1.64
AT1G63640	AT1G63640.1,AT1G63640.2,AT1G63640.3,AT1G63640.4,AT1G63640.5	3666.45	183.00	4.37
AT1G63650	AT1G63650.1,AT1G63650.2,AT1G63650.3	2037.00	22.00	0.95
AT1G63660	AT1G63660.1,AT1G63660.2	2067.37	337.00	14.40
AT1G63670	AT1G63670.1,AT1G63670.2,AT1G63670.3,AT1G63670.4,AT1G63670.5	2444.20	142.00	5.12
AT1G63680	AT1G63680.1,AT1G63680.2,AT1G63680.3	2820.35	245.00	7.64
AT1G63690	AT1G63690.1,AT1G63690.2	2079.10	879.00	37.34
AT1G63700	AT1G63700.1,AT1G63700.2	3309.39	571.00	15.14
AT1G63710	AT1G63710.1	1896.00	5.00	0.23
AT1G63720	AT1G63720.1	1683.00	69.00	3.64
AT1G63730	AT1G63730.1	2901.00	44.00	1.33
AT1G63740	AT1G63740.1,AT1G63740.2	3615.67	177.00	4.29
AT1G63750	AT1G63750.1,AT1G63750.2,AT1G63750.3	3675.74	351.00	8.37
AT1G63770	AT1G63770.1,AT1G63770.2,AT1G63770.3,AT1G63770.4,AT1G63770.5,AT1G63770.6,AT1G63770.7	3095.07	2618.00	74.28
AT1G63780	AT1G63780.1	1229.00	111.00	8.08
AT1G63800	AT1G63800.1,AT1G63800.2	989.96	614.00	55.88
AT1G63810	AT1G63810.1,AT1G63810.2	3572.00	156.00	3.83
AT1G63820	AT1G63820.1	1456.00	6.00	0.37
AT1G63830	AT1G63830.1,AT1G63830.2,AT1G63830.3,AT1G63830.4,AT1G63830.5	1098.55	779.00	63.65
AT1G63840	AT1G63840.1	1205.00	115.00	8.54
AT1G63850	AT1G63850.1	2211.00	164.97	6.58
AT1G63855	AT1G63855.1,AT1G63855.2,AT1G63855.3,AT1G63855.4,AT1G63855.5,AT1G63855.6	862.88	40.00	4.20
AT1G63860	AT1G63860.1,AT1G63860.2,AT1G63860.3,AT1G63860.4,AT1G63860.5,AT1G63860.6	3679.63	500.00	11.91
AT1G63880	AT1G63880.1,AT1G63880.2	3482.20	1113.00	28.03
AT1G63900	AT1G63900.1,AT1G63900.2	1695.39	312.00	16.32
AT1G63930	AT1G63930.1	1610.00	1.00	0.06
AT1G63940	AT1G63940.1,AT1G63940.2,AT1G63940.3,AT1G63940.4	2082.40	563.00	23.88
AT1G63960	AT1G63960.1,AT1G63960.2	306.00	1.00	0.32
AT1G63970	AT1G63970.1,AT1G63970.2	720.77	747.00	94.73
AT1G63980	AT1G63980.1,AT1G63980.2	1529.69	939.00	54.57
AT1G63990	AT1G63990.1,AT1G63990.2	1667.00	304.00	16.18
AT1G64030	AT1G64030.1	1242.00	1.00	0.07
AT1G64040	AT1G64040.1	1743.00	470.00	23.90
AT1G64050	AT1G64050.1,AT1G64050.2	2699.83	385.00	12.54
AT1G64060	AT1G64060.1	3994.00	185.00	4.06
AT1G64065	AT1G64065.1	1275.00	68.00	4.76
AT1G64080	AT1G64080.1	1732.00	95.00	4.86
AT1G64090	AT1G64090.1,AT1G64090.2	1595.00	569.00	31.68
AT1G64100	AT1G64100.1,AT1G64100.2,AT1G64100.3	2505.77	6.45	0.23
AT1G64105	AT1G64105.1	593.00	71.55	11.16
AT1G64110	AT1G64110.1,AT1G64110.2,AT1G64110.3,AT1G64110.4,AT1G64110.5	2680.00	6.00	0.20
AT1G64140	AT1G64140.1	2743.00	990.00	31.74
AT1G64150	AT1G64150.1	1471.00	315.00	19.05
AT1G64170	AT1G64170.1	2879.00	127.00	3.88
AT1G64180	AT1G64180.1	2135.00	80.00	3.31
AT1G64185	AT1G64185.1	628.00	20.00	2.93
AT1G64190	AT1G64190.1	1809.00	499.01	24.43
AT1G64200	AT1G64200.1,AT1G64200.2,AT1G64200.3	1074.08	77.00	6.44
AT1G64210	AT1G64210.1	2109.00	1.00	0.04
AT1G64220	AT1G64220.1	306.00	10.00	3.22
AT1G64230	AT1G64230.1,AT1G64230.2,AT1G64230.3,AT1G64230.4,AT1G64230.5	969.56	5762.00	535.87
AT1G64253	AT1G64253.1,AT1G64253.2,AT1G64253.3	1305.72	8.00	0.55
AT1G64255	AT1G64255.1	2253.00	1.66	0.07
AT1G64260	AT1G64260.1,AT1G64260.2	2213.00	15.00	0.60
AT1G64280	AT1G64280.1	2614.00	520.00	17.51
AT1G64300	AT1G64300.1,AT1G64300.2	2696.00	30.00	0.98
AT1G64310	AT1G64310.1	1659.00	2.00	0.11
AT1G64320	AT1G64320.1,AT1G64320.2	2069.54	15.00	0.64
AT1G64330	AT1G64330.1	2070.00	282.00	12.03
AT1G64350	AT1G64350.1	1332.00	190.00	12.73
AT1G64355	AT1G64355.1,AT1G64355.2,AT1G64355.3	1062.62	409.00	34.59
AT1G64360	AT1G64360.1	706.00	1559.00	202.06
AT1G64370	AT1G64370.1	1301.00	5782.00	396.78
AT1G64380	AT1G64380.1	1624.00	132.00	7.22
AT1G64385	AT1G64385.1,AT1G64385.2	1606.00	263.00	14.54
AT1G64390	AT1G64390.1	2762.00	355.00	11.30
AT1G64400	AT1G64400.1	2384.00	78.00	2.88
AT1G64405	AT1G64405.1	879.00	2.00	0.21
AT1G64430	AT1G64430.1,AT1G64430.2,AT1G64430.3	2097.61	768.00	32.33
AT1G64440	AT1G64440.1	1508.00	189.00	11.15
AT1G64450	AT1G64450.1	1303.00	93.00	6.37
AT1G64455	AT1G64455.1	639.00	37.00	5.33
AT1G64460	AT1G64460.1	2240.00	152.00	5.99
AT1G64480	AT1G64480.1,AT1G64480.2,AT1G64480.3,AT1G64480.4	940.00	1.00	0.10
AT1G64490	AT1G64490.1	581.00	56.00	8.92
AT1G64500	AT1G64500.1	1512.00	24.00	1.41
AT1G64510	AT1G64510.1,AT1G64510.2	872.00	1715.00	178.12
AT1G64520	AT1G64520.1	1335.00	752.00	50.25
AT1G64530	AT1G64530.1,AT1G64530.2	2816.80	100.00	3.12
AT1G64540	AT1G64540.1,AT1G64540.2	1422.00	3.00	0.19
AT1G64550	AT1G64550.1	2493.00	813.00	28.72
AT1G64561	AT1G64561.1	563.00	23.00	3.79
AT1G64570	AT1G64570.1	3975.00	279.00	6.15
AT1G64580	AT1G64580.1	1942.00	47.00	2.14
AT1G64583	AT1G64583.1,AT1G64583.2	1812.00	12.00	0.59
AT1G64600	AT1G64600.1	1908.00	52.00	2.41
AT1G64610	AT1G64610.1,AT1G64610.2	2520.38	161.00	5.62
AT1G64620	AT1G64620.1	2389.00	110.00	4.06
AT1G64625	AT1G64625.1,AT1G64625.2,AT1G64625.3,AT1G64625.4	1896.00	26.00	1.21
AT1G64630	AT1G64630.1	2201.00	289.00	11.59
AT1G64640	AT1G64640.1	1046.00	424.00	36.45
AT1G64650	AT1G64650.1,AT1G64650.2	1788.05	712.00	35.27
AT1G64660	AT1G64660.1	1716.00	202.00	10.44
AT1G64670	AT1G64670.1,AT1G64670.2,AT1G64670.3	1706.00	126.00	6.55
AT1G64680	AT1G64680.1,AT1G64680.2	1251.27	858.00	61.29
AT1G64690	AT1G64690.1,AT1G64690.2,AT1G64690.3,AT1G64690.4	1285.59	31.00	2.15
AT1G64700	AT1G64700.1	931.00	35.00	3.40
AT1G64710	AT1G64710.1,AT1G64710.2,AT1G64710.3	1208.66	682.00	50.49
AT1G64720	AT1G64720.1	1777.00	16299.00	812.61
AT1G64740	AT1G64740.1	1652.00	343.00	18.42
AT1G64750	AT1G64750.1,AT1G64750.2,AT1G64750.3	623.73	296.00	43.74
AT1G64760	AT1G64760.1,AT1G64760.2	1740.64	343.00	17.47
AT1G64770	AT1G64770.1,AT1G64770.2,AT1G64770.3	1507.52	627.00	36.99
AT1G64780	AT1G64780.1	2165.00	59.00	2.41
AT1G64790	AT1G64790.1,AT1G64790.2,AT1G64790.3	8428.00	912.00	9.43
AT1G64810	AT1G64810.1,AT1G64810.2	1826.00	449.00	21.77
AT1G64820	AT1G64820.1	1509.00	1.00	0.06
AT1G64840	AT1G64840.1	1785.00	88.00	4.37
AT1G64850	AT1G64850.1	906.00	344.00	34.33
AT1G64860	AT1G64860.1,AT1G64860.2	2198.55	748.00	30.02
AT1G64880	AT1G64880.1	2113.00	284.00	11.87
AT1G64890	AT1G64890.1	1867.00	114.00	5.40
AT1G64900	AT1G64900.1	1876.00	476.00	22.45
AT1G64950	AT1G64950.1	2052.00	326.69	14.07
AT1G64960	AT1G64960.1,AT1G64960.2	3781.80	160.00	3.71
AT1G64970	AT1G64970.1	1415.00	150.00	9.44
AT1G64980	AT1G64980.1,AT1G64980.2,AT1G64980.3	1404.51	250.00	15.86
AT1G64990	AT1G64990.1,AT1G64990.2	1914.14	183.00	8.46
AT1G65000	AT1G65000.1	911.00	59.00	5.85
AT1G65010	AT1G65010.1	4761.00	644.00	11.83
AT1G65020	AT1G65020.1	1244.00	120.00	8.62
AT1G65030	AT1G65030.1	1328.00	62.00	4.17
AT1G65032	AT1G65032.1	694.00	100.00	13.20
AT1G65040	AT1G65040.1,AT1G65040.2,AT1G65040.3,AT1G65040.4,AT1G65040.5,AT1G65040.6	1500.15	478.00	28.34
AT1G65060	AT1G65060.1,AT1G65060.2	2047.00	26.00	1.12
AT1G65070	AT1G65070.1,AT1G65070.2,AT1G65070.3,AT1G65070.4	2998.89	407.00	11.92
AT1G65080	AT1G65080.1	1776.00	62.00	3.09
AT1G65090	AT1G65090.1,AT1G65090.2,AT1G65090.3	1284.00	4.00	0.28
AT1G65110	AT1G65110.1,AT1G65110.2	3298.00	8.00	0.21
AT1G65120	AT1G65120.1,AT1G65120.2	4071.00	19.00	0.41
AT1G65130	AT1G65130.1,AT1G65130.2,AT1G65130.3,AT1G65130.4,AT1G65130.5	3367.00	5.00	0.13
AT1G65150	AT1G65150.1,AT1G65150.2	1336.77	99.00	6.61
AT1G65180	AT1G65180.1	2269.00	6.00	0.23
AT1G65190	AT1G65190.1	1846.00	624.25	29.94
AT1G65200	AT1G65200.1	3311.00	2.00	0.05
AT1G65220	AT1G65220.1	1660.00	416.98	22.29
AT1G65230	AT1G65230.1	1103.00	863.00	70.22
AT1G65240	AT1G65240.1	1698.00	4.00	0.21
AT1G65250	AT1G65250.1	1633.00	62.76	3.41
AT1G65260	AT1G65260.1,AT1G65260.2	1534.55	2223.00	128.77
AT1G65270	AT1G65270.1,AT1G65270.2,AT1G65270.3	1451.34	596.00	36.55
AT1G65280	AT1G65280.1,AT1G65280.2	2306.00	305.00	11.66
AT1G65290	AT1G65290.1	812.00	976.00	109.21
AT1G65295	AT1G65295.1	1348.00	125.00	8.27
AT1G65310	AT1G65310.1,AT1G65310.2	1082.00	18.00	1.49
AT1G65320	AT1G65320.1	1920.00	319.00	14.70
AT1G65349	AT1G65349.1	228.00	1779.00	806.12
AT1G65360	AT1G65360.1	763.00	1.00	0.12
AT1G65370	AT1G65370.1	1392.00	771.00	49.36
AT1G65380	AT1G65380.1	2588.00	132.00	4.49
AT1G65390	AT1G65390.1,AT1G65390.2,AT1G65390.3	1604.00	28.00	1.55
AT1G65410	AT1G65410.1	1494.00	425.00	25.30
AT1G65420	AT1G65420.1	1017.00	95.00	8.41
AT1G65430	AT1G65430.1	2219.00	323.00	12.84
AT1G65440	AT1G65440.1,AT1G65440.2,AT1G65440.3,AT1G65440.4	5340.65	926.00	15.15
AT1G65450	AT1G65450.1,AT1G65450.2,AT1G65450.3	1888.17	10.00	0.47
AT1G65470	AT1G65470.1,AT1G65470.2	2936.58	95.00	2.84
AT1G65480	AT1G65480.1,AT1G65480.2	856.00	2.00	0.21
AT1G65481	AT1G65481.1	987.00	3.00	0.27
AT1G65483	AT1G65483.1,AT1G65483.2	1609.00	1.00	0.06
AT1G65484	AT1G65484.1,AT1G65484.2	335.00	1.00	0.29
AT1G65486	AT1G65486.1,AT1G65486.2,AT1G65486.3,AT1G65486.4	409.80	78.00	18.13
AT1G65490	AT1G65490.1,AT1G65490.2,AT1G65490.3	464.00	103.00	20.91
AT1G65500	AT1G65500.1	756.00	59.00	7.12
AT1G65510	AT1G65510.1,AT1G65510.2	499.00	12.00	2.25
AT1G65520	AT1G65520.1	1023.00	68.00	5.98
AT1G65540	AT1G65540.1,AT1G65540.2,AT1G65540.3	2737.67	515.00	16.54
AT1G65560	AT1G65560.1,AT1G65560.2	1424.00	66.00	4.13
AT1G65580	AT1G65580.1,AT1G65580.2	3787.00	498.00	11.52
AT1G65590	AT1G65590.1	2271.00	229.00	8.89
AT1G65610	AT1G65610.1	2265.00	2.00	0.08
AT1G65620	AT1G65620.1,AT1G65620.2,AT1G65620.3,AT1G65620.4,AT1G65620.5	1404.24	26.00	1.65
AT1G65630	AT1G65630.1	1761.00	1.00	0.05
AT1G65650	AT1G65650.1	1349.00	171.00	11.31
AT1G65660	AT1G65660.1	1962.00	437.99	19.74
AT1G65690	AT1G65690.1	1251.00	29.00	2.07
AT1G65700	AT1G65700.1,AT1G65700.2,AT1G65700.3	832.00	68.00	7.42
AT1G65710	AT1G65710.1	1723.00	22.00	1.13
AT1G65720	AT1G65720.1	1422.00	1697.00	106.28
AT1G65730	AT1G65730.1	2487.00	6.00	0.21
AT1G65760	AT1G65760.1	1089.00	2.00	0.16
AT1G65790	AT1G65790.1,AT1G65790.2,AT1G65790.3	2841.43	275.78	8.53
AT1G65800	AT1G65800.1,AT1G65800.2	3213.05	1113.22	30.41
AT1G65810	AT1G65810.1,AT1G65810.2,AT1G65810.3	3153.00	3.00	0.08
AT1G65820	AT1G65820.1,AT1G65820.2,AT1G65820.3	873.78	1369.00	141.88
AT1G65840	AT1G65840.1	2258.00	321.00	12.54
AT1G65845	AT1G65845.1	777.00	145.00	16.99
AT1G65850	AT1G65850.1,AT1G65850.2,AT1G65850.3	3111.00	1.00	0.03
AT1G65860	AT1G65860.1	1734.00	267.00	13.65
AT1G65870	AT1G65870.1	1076.00	5.00	0.42
AT1G65880	AT1G65880.1	1899.00	1.00	0.05
AT1G65890	AT1G65890.1	1945.00	7.00	0.32
AT1G65900	AT1G65900.1,AT1G65900.2	1623.74	150.00	8.20
AT1G65910	AT1G65910.1	2313.00	23.00	0.88
AT1G65920	AT1G65920.1,AT1G65920.2	3344.00	101.00	2.65
AT1G65930	AT1G65930.1	2286.00	4922.00	189.87
AT1G65950	AT1G65950.1,AT1G65950.2	1837.00	138.00	6.65
AT1G65960	AT1G65960.1,AT1G65960.2,AT1G65960.3,AT1G65960.4	1686.78	5274.00	277.32
AT1G65970	AT1G65970.1	737.00	55.37	6.86
AT1G65980	AT1G65980.1,AT1G65980.2	987.15	2153.63	196.58
AT1G65985	AT1G65985.1,AT1G65985.2	1670.00	2.00	0.11
AT1G66020	AT1G66020.1,AT1G66020.2	2017.00	1.00	0.04
AT1G66050	AT1G66050.1	2227.00	27.50	1.09
AT1G66060	AT1G66060.1	1630.00	18.00	0.98
AT1G66070	AT1G66070.1,AT1G66070.2	1313.26	157.00	10.67
AT1G66080	AT1G66080.1	1271.00	50.00	3.51
AT1G66090	AT1G66090.1	1668.00	154.00	8.19
AT1G66100	AT1G66100.1	992.00	296.00	26.88
AT1G66130	AT1G66130.1	1536.00	210.00	12.15
AT1G66140	AT1G66140.1	1370.00	127.00	8.26
AT1G66150	AT1G66150.1	3360.00	1507.00	39.35
AT1G66160	AT1G66160.1,AT1G66160.2	1413.00	61.00	3.85
AT1G66180	AT1G66180.1	1719.00	603.03	31.10
AT1G66190	AT1G66190.1	1258.00	44.00	3.13
AT1G66200	AT1G66200.1,AT1G66200.2,AT1G66200.3	1534.00	2599.02	150.60
AT1G66230	AT1G66230.1	1384.00	35.00	2.25
AT1G66240	AT1G66240.1,AT1G66240.2,AT1G66240.3	588.70	1132.00	177.89
AT1G66250	AT1G66250.1	2026.00	74.00	3.23
AT1G66260	AT1G66260.1,AT1G66260.2	1363.00	892.00	58.35
AT1G66290	AT1G66290.1	1362.00	1.00	0.07
AT1G66330	AT1G66330.1,AT1G66330.2	1639.36	273.00	14.78
AT1G66340	AT1G66340.1	2774.00	253.00	8.02
AT1G66345	AT1G66345.1	1635.00	22.00	1.19
AT1G66350	AT1G66350.1	2082.00	364.00	15.44
AT1G66370	AT1G66370.1	943.00	14.00	1.34
AT1G66380	AT1G66380.1,AT1G66380.2,AT1G66380.3	730.00	2.00	0.25
AT1G66390	AT1G66390.1	1002.00	20.00	1.80
AT1G66400	AT1G66400.1	975.00	10.00	0.92
AT1G66410	AT1G66410.1,AT1G66410.2,AT1G66410.3,AT1G66410.4	917.86	948.00	93.34
AT1G66430	AT1G66430.1	1647.00	667.00	35.94
AT1G66450	AT1G66450.1,AT1G66450.2	2103.00	5.00	0.21
AT1G66460	AT1G66460.1,AT1G66460.2,AT1G66460.3	1643.00	10.00	0.54
AT1G66465	AT1G66465.1,AT1G66465.2	1173.69	26.00	1.98
AT1G66480	AT1G66480.1	1182.00	61.00	4.62
AT1G66500	AT1G66500.1	1582.00	90.35	5.07
AT1G66510	AT1G66510.1,AT1G66510.2,AT1G66510.3,AT1G66510.4	1601.23	85.00	4.71
AT1G66520	AT1G66520.1,AT1G66520.2	1267.53	95.00	6.70
AT1G66530	AT1G66530.1	2059.00	208.50	8.95
AT1G66540	AT1G66540.1,AT1G66540.2	1823.00	26.00	1.26
AT1G66580	AT1G66580.1	1151.00	910.82	70.92
AT1G66590	AT1G66590.1,AT1G66590.2	775.35	102.05	11.98
AT1G66600	AT1G66600.1	1020.00	4.00	0.35
AT1G66620	AT1G66620.1	1348.00	20.00	1.32
AT1G66650	AT1G66650.1	1186.00	7.00	0.53
AT1G66660	AT1G66660.1,AT1G66660.2	1321.00	60.00	4.05
AT1G66670	AT1G66670.1	1393.00	1867.00	119.43
AT1G66680	AT1G66680.1	1533.00	314.00	18.21
