gene_id	transcript_id(s)	length	expected_count	FPKM
AT1G79660	AT1G79660.1	799.00	322.00	37.14
AT1G79670	AT1G79670.1,AT1G79670.2	2260.36	347.00	13.72
AT1G79680	AT1G79680.1	2595.00	111.00	3.82
AT1G79690	AT1G79690.1,AT1G79690.2	2579.85	642.00	22.20
AT1G79700	AT1G79700.1,AT1G79700.2,AT1G79700.3,AT1G79700.4	1155.56	176.00	13.83
AT1G79710	AT1G79710.1,AT1G79710.2,AT1G79710.3	1829.02	107.00	5.25
AT1G79720	AT1G79720.1	1681.00	534.00	28.56
AT1G79730	AT1G79730.1	2089.00	608.00	26.05
AT1G79740	AT1G79740.1,AT1G79740.2,AT1G79740.3,AT1G79740.4	2470.34	447.00	16.15
AT1G79750	AT1G79750.1	2819.00	3123.00	98.71
AT1G79760	AT1G79760.1,AT1G79760.2	1397.00	67.00	4.33
AT1G79770	AT1G79770.1	1160.00	1.00	0.08
AT1G79780	AT1G79780.1	782.00	23.00	2.71
AT1G79790	AT1G79790.1,AT1G79790.2,AT1G79790.3,AT1G79790.4	831.60	406.00	44.91
AT1G79800	AT1G79800.1	736.00	4.00	0.50
AT1G79810	AT1G79810.1,AT1G79810.2	1532.00	251.00	14.76
AT1G79820	AT1G79820.1,AT1G79820.2,AT1G79820.3,AT1G79820.4,AT1G79820.5	1791.19	218.00	10.93
AT1G79830	AT1G79830.1,AT1G79830.2,AT1G79830.3,AT1G79830.4,AT1G79830.5	3315.34	1463.00	39.24
AT1G79840	AT1G79840.1,AT1G79840.2,AT1G79840.3,AT1G79840.4,AT1G79840.5,AT1G79840.6	2871.13	198.00	6.14
AT1G79850	AT1G79850.1	710.00	3355.00	438.09
AT1G79870	AT1G79870.1,AT1G79870.2	1287.00	577.00	40.58
AT1G79880	AT1G79880.1,AT1G79880.2,AT1G79880.3	1486.75	328.00	19.89
AT1G79890	AT1G79890.1,AT1G79890.2,AT1G79890.3,AT1G79890.4	2122.26	37.76	1.59
AT1G79900	AT1G79900.1	1797.00	58.00	2.90
AT1G79910	AT1G79910.1,AT1G79910.2,AT1G79910.3	1307.93	40.00	2.77
AT1G79915	AT1G79915.1,AT1G79915.2	939.00	3.00	0.29
AT1G79920	AT1G79920.1,AT1G79920.2,AT1G79920.3,AT1G79920.4	2414.19	936.74	34.65
AT1G79930	AT1G79930.1,AT1G79930.2	3069.00	1936.26	56.15
AT1G79940	AT1G79940.1,AT1G79940.2,AT1G79940.3,AT1G79940.4	2324.49	760.00	29.21
AT1G79950	AT1G79950.1,AT1G79950.2,AT1G79950.3,AT1G79950.4,AT1G79950.5,AT1G79950.6,AT1G79950.7	4428.69	326.00	6.53
AT1G79960	AT1G79960.1	888.00	33.00	3.41
AT1G79970	AT1G79970.1,AT1G79970.2,AT1G79970.3	1331.54	531.00	36.06
AT1G79985	AT1G79985.1,AT1G79985.2,AT1G79985.3	1126.25	291.00	23.48
AT1G79990	AT1G79990.1,AT1G79990.2	3213.00	968.00	26.80
AT1G80000	AT1G80000.1,AT1G80000.2,AT1G80000.3,AT1G80000.4	2522.76	427.00	15.10
AT1G80010	AT1G80010.1	2606.00	302.00	10.34
AT1G80030	AT1G80030.1,AT1G80030.2,AT1G80030.3,AT1G80030.4	2123.69	550.00	23.17
AT1G80040	AT1G80040.1,AT1G80040.2,AT1G80040.3,AT1G80040.4	1415.23	801.00	51.09
AT1G80050	AT1G80050.1,AT1G80050.2	1135.37	130.00	10.40
AT1G80060	AT1G80060.1,AT1G80060.2,AT1G80060.3,AT1G80060.4,AT1G80060.5	1263.91	55.00	3.94
AT1G80070	AT1G80070.1	7522.00	3963.00	46.56
AT1G80080	AT1G80080.1	1831.00	93.00	4.56
AT1G80100	AT1G80100.1,AT1G80100.2,AT1G80100.3	970.00	3.00	0.28
AT1G80110	AT1G80110.1	1405.00	114.00	7.33
AT1G80120	AT1G80120.1	1387.00	232.00	15.11
AT1G80130	AT1G80130.1	1475.00	1946.00	118.97
AT1G80150	AT1G80150.1,AT1G80150.2	2132.00	92.00	3.86
AT1G80160	AT1G80160.1,AT1G80160.2,AT1G80160.3	1297.21	203.00	14.16
AT1G80165	AT1G80165.1	216.00	44.00	21.56
AT1G80170	AT1G80170.1,AT1G80170.2	1787.78	150.00	7.53
AT1G80180	AT1G80180.1	1127.00	1372.00	110.65
AT1G80190	AT1G80190.1,AT1G80190.2,AT1G80190.3,AT1G80190.4,AT1G80190.5,AT1G80190.6	1517.04	116.00	6.89
AT1G80200	AT1G80200.1,AT1G80200.2,AT1G80200.3	618.00	6.00	0.91
AT1G80210	AT1G80210.1,AT1G80210.2	1593.49	412.33	23.29
AT1G80230	AT1G80230.1	1179.00	502.00	38.64
AT1G80245	AT1G80245.1,AT1G80245.2,AT1G80245.3,AT1G80245.4,AT1G80245.5,AT1G80245.6,AT1G80245.7	940.06	110.00	10.71
AT1G80260	AT1G80260.1,AT1G80260.2,AT1G80260.3	3606.98	603.87	14.87
AT1G80270	AT1G80270.1,AT1G80270.2,AT1G80270.3,AT1G80270.4,AT1G80270.5	2092.50	264.00	11.29
AT1G80280	AT1G80280.1	2823.00	573.00	18.08
AT1G80290	AT1G80290.1,AT1G80290.2	1396.37	125.00	8.08
AT1G80300	AT1G80300.1	2616.00	1623.01	55.33
AT1G80310	AT1G80310.1	1937.00	592.00	27.39
AT1G80315	AT1G80315.1	1035.00	167.00	14.71
AT1G80320	AT1G80320.1	963.00	63.00	5.98
AT1G80340	AT1G80340.1	1459.00	1.00	0.06
AT1G80350	AT1G80350.1	1975.00	275.00	12.48
AT1G80360	AT1G80360.1,AT1G80360.2,AT1G80360.3,AT1G80360.4	1889.03	479.00	22.74
AT1G80370	AT1G80370.1	1829.00	139.00	6.82
AT1G80380	AT1G80380.1,AT1G80380.2,AT1G80380.3,AT1G80380.4,AT1G80380.5,AT1G80380.6,AT1G80380.7,AT1G80380.8	1705.79	1400.00	73.76
AT1G80390	AT1G80390.1	873.00	1.00	0.11
AT1G80400	AT1G80400.1	1747.00	215.00	11.05
AT1G80410	AT1G80410.1,AT1G80410.2	3427.00	1230.00	31.90
AT1G80420	AT1G80420.1,AT1G80420.2,AT1G80420.3,AT1G80420.4,AT1G80420.5	1540.57	371.00	21.69
AT1G80440	AT1G80440.1	1725.00	2123.00	110.57
AT1G80450	AT1G80450.1	1520.00	121.00	7.17
AT1G80460	AT1G80460.1,AT1G80460.2	2128.00	616.00	25.90
AT1G80470	AT1G80470.1	1718.00	1.00	0.05
AT1G80480	AT1G80480.1	1764.00	1310.00	66.69
AT1G80490	AT1G80490.1,AT1G80490.2,AT1G80490.3	3807.71	957.00	22.32
AT1G80500	AT1G80500.1,AT1G80500.2	985.03	502.00	46.54
AT1G80510	AT1G80510.1	2043.00	238.00	10.43
AT1G80520	AT1G80520.1	1163.00	66.00	5.15
AT1G80525	AT1G80525.1	416.00	1.00	0.23
AT1G80530	AT1G80530.1	2113.00	567.00	24.01
AT1G80550	AT1G80550.1	1909.00	189.00	8.88
AT1G80555	AT1G80555.1,AT1G80555.2	640.00	3.00	0.44
AT1G80560	AT1G80560.1	1461.00	459.00	28.34
AT1G80570	AT1G80570.1,AT1G80570.2,AT1G80570.3	1778.96	116.00	5.85
AT1G80580	AT1G80580.1	771.00	2.00	0.24
AT1G80600	AT1G80600.1	1732.00	1180.00	61.21
AT1G80610	AT1G80610.1	1594.00	269.00	15.19
AT1G80620	AT1G80620.1	1898.00	333.00	15.73
AT1G80625	AT1G80625.1	1187.00	22.00	1.68
AT1G80630	AT1G80630.1	1961.00	176.00	8.04
AT1G80640	AT1G80640.1,AT1G80640.2	1831.55	378.00	18.52
AT1G80650	AT1G80650.1,AT1G80650.2,AT1G80650.3,AT1G80650.4	1066.42	293.00	25.02
AT1G80660	AT1G80660.1,AT1G80660.2,AT1G80660.3,AT1G80660.4	3137.06	10.00	0.28
AT1G80670	AT1G80670.1	1612.00	338.00	18.87
AT1G80680	AT1G80680.1	3869.00	584.00	13.40
AT1G80690	AT1G80690.1,AT1G80690.2	1348.00	117.00	7.85
AT1G80700	AT1G80700.1	948.00	131.53	12.69
AT1G80710	AT1G80710.1	1771.00	38.58	1.96
AT1G80720	AT1G80720.1,AT1G80720.2	1082.02	87.00	7.32
AT1G80730	AT1G80730.1	1064.00	8.00	0.68
AT1G80745	AT1G80745.1	758.00	5.45	0.66
AT1G80750	AT1G80750.1	1106.00	555.00	45.64
AT1G80760	AT1G80760.1	1212.00	209.00	15.64
AT1G80770	AT1G80770.1,AT1G80770.2,AT1G80770.3,AT1G80770.4,AT1G80770.5,AT1G80770.6	1718.16	389.00	20.34
AT1G80780	AT1G80780.1,AT1G80780.2,AT1G80780.3	1214.72	1192.00	88.97
AT1G80790	AT1G80790.1,AT1G80790.2,AT1G80790.3	2381.34	599.00	22.47
AT1G80810	AT1G80810.1,AT1G80810.2,AT1G80810.3,AT1G80810.4,AT1G80810.5	2616.51	154.00	5.25
AT1G80820	AT1G80820.1,AT1G80820.2	1596.16	30.00	1.69
AT1G80830	AT1G80830.1,AT1G80830.2	2114.24	447.00	18.92
AT1G80840	AT1G80840.1	1325.00	381.00	26.00
AT1G80850	AT1G80850.1	1472.00	121.00	7.41
AT1G80860	AT1G80860.1,AT1G80860.2	1030.58	277.00	24.51
AT1G80865	AT1G80865.1,AT1G80865.2	679.00	72.00	9.86
AT1G80870	AT1G80870.1	2500.00	190.00	6.78
AT1G80880	AT1G80880.1,AT1G80880.2,AT1G80880.3	2058.10	47.00	2.04
AT1G80890	AT1G80890.1	661.00	156.82	22.08
AT1G80900	AT1G80900.1,AT1G80900.2	1549.13	102.00	5.93
AT1G80910	AT1G80910.1	2080.00	239.00	10.29
AT1G80920	AT1G80920.1	1016.00	2538.00	227.87
AT1G80930	AT1G80930.1	3407.00	1170.00	30.53
AT1G80940	AT1G80940.1,AT1G80940.2,AT1G80940.3,AT1G80940.4	1114.91	477.00	38.90
AT1G80950	AT1G80950.1,AT1G80950.2	1665.72	352.00	19.00
AT1G80960	AT1G80960.1,AT1G80960.2,AT1G80960.3,AT1G80960.4,AT1G80960.5,AT1G80960.6	1763.46	90.00	4.58
AT1G80970	AT1G80970.1,AT1G80970.2,AT1G80970.3,AT1G80970.4	1189.86	17.42	1.33
AT1G80980	AT1G80980.1,AT1G80980.2	1476.91	222.47	13.58
AT1G80990	AT1G80990.1	690.00	3.00	0.40
AT2G01008	AT2G01008.1	1602.00	196.36	11.03
AT2G01021	AT2G01021.1	102.00	109.00	146.35
AT2G01023	AT2G01023.1	120.00	24.00	25.28
AT2G01035	AT2G01035.1	603.00	3.02	0.47
AT2G01045	AT2G01045.1	603.00	3.02	0.47
AT2G01060	AT2G01060.1,AT2G01060.2	1436.26	702.00	44.11
AT2G01070	AT2G01070.1,AT2G01070.2	1812.88	306.00	15.15
AT2G01080	AT2G01080.1	1043.00	316.00	27.61
AT2G01090	AT2G01090.1,AT2G01090.2,AT2G01090.3,AT2G01090.4	389.48	253.00	63.03
AT2G01100	AT2G01100.1,AT2G01100.2,AT2G01100.3	1200.60	624.00	47.14
AT2G01110	AT2G01110.1	1719.00	1425.00	74.48
AT2G01120	AT2G01120.1,AT2G01120.2	1606.53	105.00	5.88
AT2G01130	AT2G01130.1,AT2G01130.2	3669.37	523.00	12.66
AT2G01140	AT2G01140.1	1827.00	2053.00	100.84
AT2G01150	AT2G01150.1,AT2G01150.2,AT2G01150.3	940.12	127.00	12.36
AT2G01170	AT2G01170.1,AT2G01170.2	1845.53	537.00	26.11
AT2G01175	AT2G01175.1	1132.00	10.00	0.80
AT2G01180	AT2G01180.1,AT2G01180.2,AT2G01180.3,AT2G01180.4,AT2G01180.5,AT2G01180.6,AT2G01180.7,AT2G01180.8	1431.89	373.00	23.51
AT2G01190	AT2G01190.1	2714.00	815.00	26.77
AT2G01200	AT2G01200.1,AT2G01200.2	1613.51	86.00	4.80
AT2G01210	AT2G01210.1	2636.00	148.00	5.01
AT2G01220	AT2G01220.1,AT2G01220.2	1462.50	497.00	30.65
AT2G01250	AT2G01250.1,AT2G01250.2	1200.00	2476.00	187.15
AT2G01260	AT2G01260.1,AT2G01260.2,AT2G01260.3	1844.79	156.00	7.59
AT2G01270	AT2G01270.1,AT2G01270.2,AT2G01270.3	1892.25	845.00	40.04
AT2G01275	AT2G01275.1,AT2G01275.2,AT2G01275.3,AT2G01275.4,AT2G01275.5	1080.00	7.00	0.59
AT2G01280	AT2G01280.1,AT2G01280.2,AT2G01280.3	2257.00	205.00	8.12
AT2G01290	AT2G01290.1	1464.00	393.00	24.21
AT2G01300	AT2G01300.1	915.00	13.00	1.30
AT2G01310	AT2G01310.1	530.00	2.00	0.36
AT2G01320	AT2G01320.1,AT2G01320.2,AT2G01320.3,AT2G01320.4,AT2G01320.5,AT2G01320.6,AT2G01320.7,AT2G01320.8	2498.86	803.00	28.68
AT2G01330	AT2G01330.1	2185.00	144.00	5.89
AT2G01340	AT2G01340.1	930.00	121.00	11.91
AT2G01350	AT2G01350.1,AT2G01350.2,AT2G01350.3,AT2G01350.4	1303.76	865.00	60.03
AT2G01390	AT2G01390.1	1814.00	52.00	2.57
AT2G01400	AT2G01400.1,AT2G01400.2	1125.00	239.00	19.31
AT2G01410	AT2G01410.1	1368.00	296.00	19.55
AT2G01420	AT2G01420.1,AT2G01420.2,AT2G01420.3	2985.55	848.00	25.29
AT2G01430	AT2G01430.1,AT2G01430.2	1672.33	5.00	0.27
AT2G01440	AT2G01440.1	3932.00	460.00	10.38
AT2G01450	AT2G01450.1,AT2G01450.2,AT2G01450.3,AT2G01450.4	1803.59	2108.99	104.96
AT2G01460	AT2G01460.1,AT2G01460.2,AT2G01460.3	3351.16	275.00	7.30
AT2G01470	AT2G01470.1	1522.00	543.00	32.15
AT2G01480	AT2G01480.1,AT2G01480.2	2735.23	242.00	7.89
AT2G01490	AT2G01490.1,AT2G01490.2	1590.94	1050.00	59.40
AT2G01500	AT2G01500.1	1367.00	2.00	0.13
AT2G01505	AT2G01505.1	1323.00	65.86	4.50
AT2G01510	AT2G01510.1,AT2G01510.2	2460.22	46.14	1.67
AT2G01520	AT2G01520.1	895.00	78.00	7.99
AT2G01540	AT2G01540.1	1215.00	98.00	7.31
AT2G01560	AT2G01560.1	1053.00	1.00	0.09
AT2G01570	AT2G01570.1	2322.00	1091.00	41.98
AT2G01580	AT2G01580.1	927.00	2.00	0.20
AT2G01590	AT2G01590.1,AT2G01590.2	932.00	362.00	35.55
AT2G01600	AT2G01600.1	2297.00	833.00	32.41
AT2G01610	AT2G01610.1	1108.00	197.00	16.17
AT2G01620	AT2G01620.1	1029.00	413.00	36.60
AT2G01630	AT2G01630.1,AT2G01630.2,AT2G01630.3	1946.30	498.00	22.93
AT2G01640	AT2G01640.1,AT2G01640.2	804.94	85.00	9.73
AT2G01650	AT2G01650.1,AT2G01650.2,AT2G01650.3	1760.73	323.00	16.47
AT2G01660	AT2G01660.1,AT2G01660.2,AT2G01660.3	1488.99	119.00	7.21
AT2G01670	AT2G01670.1	1470.00	330.00	20.25
AT2G01680	AT2G01680.1	2785.00	593.00	18.97
AT2G01690	AT2G01690.1,AT2G01690.2	2989.00	653.00	19.45
AT2G01710	AT2G01710.1,AT2G01710.2	1282.00	293.00	20.69
AT2G01720	AT2G01720.1	1763.00	754.00	38.41
AT2G01730	AT2G01730.1,AT2G01730.2	2124.00	56.00	2.36
AT2G01735	AT2G01735.1,AT2G01735.2	1430.57	161.00	10.16
AT2G01740	AT2G01740.1	1740.00	38.00	1.96
AT2G01750	AT2G01750.1,AT2G01750.2	3159.00	205.00	5.77
AT2G01755	AT2G01755.1,AT2G01755.2	593.35	104.00	16.42
AT2G01760	AT2G01760.1,AT2G01760.2,AT2G01760.3	1359.44	174.00	11.57
AT2G01770	AT2G01770.1	902.00	1.00	0.10
AT2G01810	AT2G01810.1	2321.00	2.00	0.08
AT2G01818	AT2G01818.1,AT2G01818.2	1101.00	28.00	2.31
AT2G01820	AT2G01820.1	3386.00	914.00	24.00
AT2G01830	AT2G01830.1,AT2G01830.2,AT2G01830.3,AT2G01830.4,AT2G01830.5,AT2G01830.6	3697.06	167.00	4.01
AT2G01850	AT2G01850.1	1545.00	2120.99	123.65
AT2G01860	AT2G01860.1	1864.00	84.00	4.04
AT2G01870	AT2G01870.1	936.00	140.00	13.69
AT2G01890	AT2G01890.1,AT2G01890.2,AT2G01890.3	1181.00	9.00	0.69
AT2G01900	AT2G01900.1,AT2G01900.2,AT2G01900.3	1871.00	2.00	0.10
AT2G01905	AT2G01905.1	3280.00	29.00	0.79
AT2G01910	AT2G01910.1,AT2G01910.2	2295.74	721.00	28.07
AT2G01913	AT2G01913.1	810.00	85.00	9.66
AT2G01918	AT2G01918.1	890.00	29.00	2.99
AT2G01930	AT2G01930.1,AT2G01930.2	1453.55	284.00	17.63
AT2G01940	AT2G01940.1,AT2G01940.2,AT2G01940.3	1762.96	158.00	8.05
AT2G01950	AT2G01950.1	3701.00	284.00	6.82
AT2G01970	AT2G01970.1	2258.00	850.42	33.67
AT2G01980	AT2G01980.1	3772.00	228.00	5.37
AT2G01990	AT2G01990.1,AT2G01990.2	941.27	132.00	12.83
AT2G02010	AT2G02010.1,AT2G02010.2	1904.00	22.00	1.04
AT2G02020	AT2G02020.1,AT2G02020.2	1764.48	178.00	9.06
AT2G02040	AT2G02040.1	2136.00	531.00	22.24
AT2G02050	AT2G02050.1	724.00	507.00	64.85
AT2G02060	AT2G02060.1,AT2G02060.2,AT2G02060.3	1048.00	102.00	8.87
AT2G02061	AT2G02061.1,AT2G02061.2	1222.00	13.00	0.96
AT2G02070	AT2G02070.1,AT2G02070.2	2269.59	1333.00	52.50
AT2G02080	AT2G02080.1,AT2G02080.2,AT2G02080.3,AT2G02080.4,AT2G02080.5,AT2G02080.6	1969.10	648.00	29.49
AT2G02090	AT2G02090.1	2734.00	506.00	16.50
AT2G02100	AT2G02100.1	753.00	4151.00	509.50
AT2G02120	AT2G02120.1	584.00	4.00	0.64
AT2G02130	AT2G02130.1	707.00	636.00	83.42
AT2G02148	AT2G02148.1,AT2G02148.2,AT2G02148.3,AT2G02148.4,AT2G02148.5	1611.76	101.00	5.64
AT2G02150	AT2G02150.1,AT2G02150.2	2945.00	48.00	1.45
AT2G02160	AT2G02160.1	2563.00	1178.99	41.04
AT2G02170	AT2G02170.1,AT2G02170.2,AT2G02170.3,AT2G02170.4,AT2G02170.5,AT2G02170.6	1743.35	304.00	15.66
AT2G02180	AT2G02180.1	1599.00	353.00	19.87
AT2G02220	AT2G02220.1	3605.00	193.00	4.76
AT2G02230	AT2G02230.1	1553.00	117.00	6.78
AT2G02240	AT2G02240.1	1284.00	8.00	0.56
AT2G02290	AT2G02290.1	909.00	1.00	0.10
AT2G02350	AT2G02350.1,AT2G02350.2	1146.38	27.00	2.14
AT2G02360	AT2G02360.1	1252.00	244.99	17.73
AT2G02370	AT2G02370.1,AT2G02370.2,AT2G02370.3	1450.99	157.00	9.76
AT2G02380	AT2G02380.1	815.00	7.00	0.79
AT2G02390	AT2G02390.1,AT2G02390.2,AT2G02390.3,AT2G02390.4	980.05	625.00	58.25
AT2G02400	AT2G02400.1	1418.00	174.00	11.08
AT2G02410	AT2G02410.1,AT2G02410.10,AT2G02410.11,AT2G02410.12,AT2G02410.13,AT2G02410.2,AT2G02410.3,AT2G02410.4,AT2G02410.5,AT2G02410.6,AT2G02410.7,AT2G02410.8,AT2G02410.9	1115.93	182.00	14.83
AT2G02450	AT2G02450.1,AT2G02450.2	1910.94	200.00	9.38
AT2G02455	AT2G02455.1	663.00	15.00	2.11
AT2G02470	AT2G02470.1,AT2G02470.2,AT2G02470.3	1402.69	277.80	17.88
AT2G02480	AT2G02480.1,AT2G02480.2	4251.00	122.00	2.55
AT2G02498	AT2G02498.1	445.00	1.00	0.22
AT2G02500	AT2G02500.1,AT2G02500.2	1418.46	159.00	10.12
AT2G02510	AT2G02510.1	797.00	624.00	72.16
AT2G02540	AT2G02540.1,AT2G02540.2	1341.65	44.00	2.96
AT2G02560	AT2G02560.1,AT2G02560.2	4108.81	745.00	16.09
AT2G02570	AT2G02570.1,AT2G02570.2,AT2G02570.3,AT2G02570.4	1218.08	908.00	67.58
AT2G02590	AT2G02590.1	1308.00	47.00	3.25
AT2G02640	AT2G02640.1	1981.00	1.00	0.05
AT2G02660	AT2G02660.1	1331.00	1.00	0.07
AT2G02710	AT2G02710.1,AT2G02710.2,AT2G02710.3,AT2G02710.4	1775.41	599.00	30.29
AT2G02720	AT2G02720.1	1807.00	5.00	0.25
AT2G02730	AT2G02730.1,AT2G02730.2,AT2G02730.3	1164.23	109.00	8.50
AT2G02740	AT2G02740.1	1104.00	203.00	16.72
AT2G02750	AT2G02750.1	2390.00	49.00	1.83
AT2G02760	AT2G02760.1,AT2G02760.2,AT2G02760.3,AT2G02760.4	1164.60	3239.00	252.50
AT2G02765	AT2G02765.1,AT2G02765.2,AT2G02765.3,AT2G02765.4	1385.06	193.77	12.64
AT2G02780	AT2G02780.1,AT2G02780.2,AT2G02780.3	2764.33	121.00	3.90
AT2G02790	AT2G02790.1,AT2G02790.2,AT2G02790.3	2244.35	252.00	10.04
AT2G02800	AT2G02800.1,AT2G02800.2	1538.04	746.00	43.69
AT2G02810	AT2G02810.1	1347.00	237.00	15.90
AT2G02820	AT2G02820.1,AT2G02820.2,AT2G02820.3	3203.74	203.00	5.64
AT2G02850	AT2G02850.1	995.00	98.00	8.99
AT2G02860	AT2G02860.1,AT2G02860.2	2369.08	340.00	12.82
AT2G02870	AT2G02870.1,AT2G02870.2,AT2G02870.3	2140.04	406.00	16.97
AT2G02880	AT2G02880.1	1480.00	70.00	4.26
AT2G02890	AT2G02890.1	1596.00	2.00	0.11
AT2G02910	AT2G02910.1,AT2G02910.2	1798.31	182.00	9.08
AT2G02930	AT2G02930.1	1046.00	122.94	10.71
AT2G02950	AT2G02950.1	2649.00	400.00	13.47
AT2G02955	AT2G02955.1	2456.00	60.00	2.18
AT2G02960	AT2G02960.1,AT2G02960.2,AT2G02960.3,AT2G02960.4,AT2G02960.5,AT2G02960.6	1381.29	503.00	32.89
AT2G02970	AT2G02970.1	2351.00	406.00	15.43
AT2G02980	AT2G02980.1	2074.00	51.00	2.20
AT2G02990	AT2G02990.1	1120.00	5.00	0.41
AT2G03010	AT2G03010.1	1107.00	13.21	1.09
AT2G03020	AT2G03020.1,AT2G03020.2	1133.00	9.43	0.76
AT2G03040	AT2G03040.1	674.00	1.00	0.14
AT2G03050	AT2G03050.1,AT2G03050.2	1310.00	56.00	3.87
AT2G03060	AT2G03060.1,AT2G03060.2,AT2G03060.3,AT2G03060.4,AT2G03060.5,AT2G03060.6,AT2G03060.7	1748.83	157.00	8.06
AT2G03070	AT2G03070.1	2394.00	337.00	12.57
AT2G03090	AT2G03090.1	1434.00	229.00	14.41
AT2G03110	AT2G03110.1,AT2G03110.2,AT2G03110.3	1171.93	8.00	0.62
AT2G03120	AT2G03120.1	1674.00	818.00	43.93
AT2G03140	AT2G03140.1,AT2G03140.10,AT2G03140.11,AT2G03140.12,AT2G03140.2,AT2G03140.3,AT2G03140.4,AT2G03140.5,AT2G03140.6,AT2G03140.7,AT2G03140.8,AT2G03140.9	6420.48	554.00	7.63
AT2G03150	AT2G03150.1,AT2G03150.2	4488.46	509.00	10.05
AT2G03160	AT2G03160.1	603.00	1.00	0.16
AT2G03170	AT2G03170.1	464.00	3.00	0.62
AT2G03190	AT2G03190.1	688.00	1.00	0.13
AT2G03200	AT2G03200.1	1659.00	17.00	0.92
AT2G03210	AT2G03210.1,AT2G03210.2,AT2G03210.3	1620.00	1.00	0.06
AT2G03220	AT2G03220.1	1896.00	182.00	8.61
AT2G03240	AT2G03240.1	3603.00	320.00	7.89
AT2G03250	AT2G03250.1,AT2G03250.2	2636.00	4.00	0.14
AT2G03260	AT2G03260.1,AT2G03260.2	2013.00	37.00	1.65
AT2G03270	AT2G03270.1	2204.00	142.00	5.76
AT2G03280	AT2G03280.1,AT2G03280.2	1823.00	65.99	3.25
AT2G03310	AT2G03310.1	848.00	396.00	42.92
AT2G03330	AT2G03330.1	1158.00	94.53	7.41
AT2G03340	AT2G03340.1	2202.00	402.92	16.36
AT2G03350	AT2G03350.1	853.00	286.00	30.80
AT2G03360	AT2G03360.1,AT2G03360.2	1689.00	4.00	0.21
AT2G03380	AT2G03380.1	2134.00	26.00	1.09
AT2G03390	AT2G03390.1,AT2G03390.2,AT2G03390.3,AT2G03390.4,AT2G03390.5,AT2G03390.6,AT2G03390.7	1336.37	840.00	56.83
AT2G03410	AT2G03410.1	2412.00	243.00	9.00
AT2G03420	AT2G03420.1	2088.00	348.00	14.92
AT2G03430	AT2G03430.1	1046.00	90.00	7.84
AT2G03440	AT2G03440.1	1097.00	1250.00	103.66
AT2G03450	AT2G03450.1	2194.00	71.00	2.89
AT2G03460	AT2G03460.1	1280.00	2.00	0.14
AT2G03470	AT2G03470.1,AT2G03470.2	1724.42	379.00	19.75
AT2G03480	AT2G03480.1,AT2G03480.2,AT2G03480.3	2685.80	226.73	7.53
AT2G03500	AT2G03500.1	2100.00	135.00	5.75
AT2G03505	AT2G03505.1,AT2G03505.2,AT2G03505.3,AT2G03505.4	1167.24	27.00	2.10
AT2G03510	AT2G03510.1	1462.00	389.00	24.00
AT2G03530	AT2G03530.1,AT2G03530.2,AT2G03530.3,AT2G03530.4,AT2G03530.5	1586.41	659.00	37.39
AT2G03550	AT2G03550.1	1486.00	414.00	25.12
AT2G03560	AT2G03560.1	1188.00	1.00	0.08
AT2G03565	AT2G03565.1	319.00	1.00	0.31
AT2G03580	AT2G03580.1	435.00	1.00	0.22
AT2G03590	AT2G03590.1,AT2G03590.2	1739.02	106.84	5.52
AT2G03600	AT2G03600.1,AT2G03600.2,AT2G03600.3,AT2G03600.4,AT2G03600.5,AT2G03600.6	1245.00	4.16	0.30
AT2G03610	AT2G03610.1	651.00	1.00	0.14
AT2G03620	AT2G03620.1,AT2G03620.2	1652.00	129.00	7.02
AT2G03630	AT2G03630.1,AT2G03630.2	1095.00	4.00	0.33
AT2G03640	AT2G03640.1,AT2G03640.2,AT2G03640.3,AT2G03640.4,AT2G03640.5	1609.64	937.00	52.38
AT2G03667	AT2G03667.1,AT2G03667.2	2104.74	106.00	4.51
AT2G03670	AT2G03670.1,AT2G03670.2	2029.54	121.00	5.34
AT2G03680	AT2G03680.1,AT2G03680.2,AT2G03680.3	672.77	1525.00	210.78
AT2G03690	AT2G03690.1	1159.00	415.00	32.51
AT2G03710	AT2G03710.1,AT2G03710.2,AT2G03710.3	1369.56	137.00	9.04
AT2G03730	AT2G03730.1,AT2G03730.2	1900.20	290.00	13.68
AT2G03740	AT2G03740.1	857.00	2.00	0.21
AT2G03750	AT2G03750.1	1488.00	351.00	21.27
AT2G03760	AT2G03760.1	1369.00	100.00	6.60
AT2G03770	AT2G03770.1	1174.00	2.00	0.15
AT2G03780	AT2G03780.1,AT2G03780.2,AT2G03780.3	1173.62	238.00	18.41
AT2G03800	AT2G03800.1,AT2G03800.2	1478.00	159.00	9.70
AT2G03810	AT2G03810.1,AT2G03810.2,AT2G03810.3,AT2G03810.4,AT2G03810.5,AT2G03810.6,AT2G03810.7	2039.01	97.00	4.26
AT2G03820	AT2G03820.1	2041.00	1032.00	45.28
AT2G03821	AT2G03821.1	904.00	1.00	0.10
AT2G03822	AT2G03822.1	174.00	1.00	0.64
AT2G03830	AT2G03830.1	742.00	2.00	0.25
AT2G03850	AT2G03850.1	853.00	6.00	0.65
AT2G03870	AT2G03870.1,AT2G03870.2	757.00	253.00	30.88
AT2G03880	AT2G03880.1	2192.00	13.00	0.53
AT2G03890	AT2G03890.1,AT2G03890.2	2781.32	1114.00	35.69
